-----------------------------------------------------
-----------------------------------------------------
Test files:
data_array20000.csv
data_array520000.csv
data_array1020000.csv
data_array1520000.csv
data_array2020000.csv
data_array2520000.csv
data_array3020000.csv
data_array3520000.csv
data_array4020000.csv
data_array4520000.csv
data_array5020000.csv
data_array5520000.csv
data_array6020000.csv
data_array6520000.csv
data_array7020000.csv
data_array7520000.csv
data_array8020000.csv
data_array8520000.csv
data_array9020000.csv
data_array9520000.csv

NOTES: Testing quick sort algorithm of various array sizes (total of 20 intervals between 20,000 and 10,000,000)
with a range between 2 and 300 recursions, increased by two, as well as getting the amount of time it takes
for each array to run. Also getting the average of three runs to filter out any non-significant differences in the run time.
-----------------------------------------------------

*************** Quick sorting array size: 20000 ***************

Number of Recursions: 252  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 152 ms : 381100 ns = (average) 1152381100 ns
Number of Recursions: 254  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 150 ms : 981966 ns = (average) 1150981966 ns
Number of Recursions: 256  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 126 ms : 138266 ns = (average) 1126138266 ns
Number of Recursions: 258  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 117 ms : 564700 ns = (average) 1117564700 ns
Number of Recursions: 260  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 143 ms : 899666 ns = (average) 1143899666 ns
Number of Recursions: 262  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 104 ms : 495466 ns = (average) 1104495466 ns
Number of Recursions: 264  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 123 ms : 992066 ns = (average) 1123992066 ns
Number of Recursions: 266  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 117 ms : 351066 ns = (average) 1117351066 ns
Number of Recursions: 268  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 127 ms : 738133 ns = (average) 1127738133 ns
Number of Recursions: 270  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 139 ms : 993466 ns = (average) 1139993466 ns
Number of Recursions: 272  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 129 ms : 761333 ns = (average) 1129761333 ns
Number of Recursions: 274  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 149 ms : 314000 ns = (average) 1149314000 ns
Number of Recursions: 276  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 145 ms : 76366 ns = (average) 1145076366 ns
Number of Recursions: 278  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 171 ms : 155800 ns = (average) 1171155800 ns
Number of Recursions: 280  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 179 ms : 432300 ns = (average) 1179432300 ns
Number of Recursions: 282  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 190 ms : 892166 ns = (average) 1190892166 ns
Number of Recursions: 284  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 168 ms : 230933 ns = (average) 1168230933 ns
Number of Recursions: 286  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 210 ms : 660566 ns = (average) 1210660566 ns
Number of Recursions: 288  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 188 ms : 853333 ns = (average) 1188853333 ns
Number of Recursions: 290  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 206 ms : 55666 ns = (average) 1206055666 ns
Number of Recursions: 292  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 210 ms : 387400 ns = (average) 1210387400 ns
Number of Recursions: 294  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 212 ms : 842133 ns = (average) 1212842133 ns
Number of Recursions: 296  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 235 ms : 207133 ns = (average) 1235207133 ns
Number of Recursions: 298  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 238 ms : 574466 ns = (average) 1238574466 ns
Number of Recursions: 300  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 226 ms : 102533 ns = (average) 1226102533 ns


*************** Quick sorting array size: 2520000 ***************

Number of Recursions: 2  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 732 ms : 179766 ns = (average) 732179766 ns
Number of Recursions: 4  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 789 ms : 200533 ns = (average) 789200533 ns
Number of Recursions: 6  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 770 ms : 918200 ns = (average) 770918200 ns
Number of Recursions: 8  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 721 ms : 894200 ns = (average) 721894200 ns
Number of Recursions: 10  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 737 ms : 664300 ns = (average) 737664300 ns
Number of Recursions: 12  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 734 ms : 400800 ns = (average) 734400800 ns
Number of Recursions: 14  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 713 ms : 779766 ns = (average) 713779766 ns
Number of Recursions: 16  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 735 ms : 610066 ns = (average) 735610066 ns
Number of Recursions: 18  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 710 ms : 547933 ns = (average) 710547933 ns
Number of Recursions: 20  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 745 ms : 469333 ns = (average) 745469333 ns
Number of Recursions: 22  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 771 ms : 133 ns = (average) 771000133 ns
Number of Recursions: 24  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 729 ms : 418900 ns = (average) 729418900 ns
Number of Recursions: 26  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 745 ms : 231633 ns = (average) 745231633 ns
Number of Recursions: 28  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 717 ms : 564000 ns = (average) 717564000 ns
Number of Recursions: 30  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 747 ms : 169033 ns = (average) 747169033 ns
Number of Recursions: 32  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 729 ms : 659033 ns = (average) 729659033 ns
Number of Recursions: 34  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 706 ms : 974733 ns = (average) 706974733 ns
Number of Recursions: 36  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 734 ms : 365166 ns = (average) 734365166 ns
Number of Recursions: 38  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 712 ms : 875666 ns = (average) 712875666 ns
Number of Recursions: 40  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 725 ms : 58133 ns = (average) 725058133 ns
Number of Recursions: 42  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 727 ms : 298400 ns = (average) 727298400 ns
Number of Recursions: 44  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 695 ms : 229833 ns = (average) 695229833 ns
Number of Recursions: 46  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 722 ms : 711333 ns = (average) 722711333 ns
Number of Recursions: 48  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 711 ms : 626066 ns = (average) 711626066 ns
Number of Recursions: 50  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 732 ms : 425133 ns = (average) 732425133 ns
Number of Recursions: 52  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 725 ms : 42066 ns = (average) 725042066 ns
Number of Recursions: 54  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 730 ms : 386066 ns = (average) 730386066 ns
Number of Recursions: 56  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 754 ms : 792333 ns = (average) 754792333 ns
Number of Recursions: 58  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 737 ms : 253266 ns = (average) 737253266 ns
Number of Recursions: 60  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 771 ms : 626000 ns = (average) 771626000 ns
Number of Recursions: 62  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 806 ms : 183300 ns = (average) 806183300 ns
Number of Recursions: 64  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 797 ms : 939066 ns = (average) 797939066 ns
Number of Recursions: 66  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 872 ms : 708966 ns = (average) 872708966 ns
Number of Recursions: 68  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 861 ms : 449766 ns = (average) 861449766 ns
Number of Recursions: 70  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 897 ms : 507333 ns = (average) 897507333 ns
Number of Recursions: 72  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 926 ms : 481100 ns = (average) 926481100 ns
Number of Recursions: 74  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 906 ms : 772266 ns = (average) 906772266 ns
Number of Recursions: 76  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 909 ms : 324366 ns = (average) 909324366 ns
Number of Recursions: 78  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 867 ms : 428766 ns = (average) 867428766 ns
Number of Recursions: 80  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 917 ms : 820466 ns = (average) 917820466 ns
Number of Recursions: 82  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 920 ms : 600766 ns = (average) 920600766 ns
Number of Recursions: 84  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 899 ms : 797433 ns = (average) 899797433 ns
Number of Recursions: 86  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 913 ms : 340533 ns = (average) 913340533 ns
Number of Recursions: 88  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 884 ms : 333533 ns = (average) 884333533 ns
Number of Recursions: 90  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 882 ms : 370000 ns = (average) 882370000 ns
Number of Recursions: 92  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 893 ms : 575033 ns = (average) 893575033 ns
Number of Recursions: 94  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 867 ms : 494633 ns = (average) 867494633 ns
Number of Recursions: 96  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 882 ms : 244566 ns = (average) 882244566 ns
Number of Recursions: 98  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 862 ms : 125166 ns = (average) 862125166 ns
Number of Recursions: 100  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 876 ms : 800133 ns = (average) 876800133 ns
Number of Recursions: 102  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 910 ms : 788100 ns = (average) 910788100 ns
Number of Recursions: 104  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 884 ms : 420000 ns = (average) 884420000 ns
Number of Recursions: 106  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 907 ms : 394266 ns = (average) 907394266 ns
Number of Recursions: 108  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 895 ms : 880000 ns = (average) 895880000 ns
Number of Recursions: 110  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 917 ms : 638866 ns = (average) 917638866 ns
Number of Recursions: 112  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 937 ms : 698666 ns = (average) 937698666 ns
Number of Recursions: 114  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 992 ms : 777133 ns = (average) 992777133 ns
Number of Recursions: 116  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 63 ms : 107433 ns = (average) 1063107433 ns
Number of Recursions: 118  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 84 ms : 358300 ns = (average) 1084358300 ns
Number of Recursions: 120  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 81 ms : 874366 ns = (average) 1081874366 ns
Number of Recursions: 122  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 93 ms : 288033 ns = (average) 1093288033 ns
Number of Recursions: 124  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 95 ms : 19033 ns = (average) 1095019033 ns
Number of Recursions: 126  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 114 ms : 427166 ns = (average) 1114427166 ns
Number of Recursions: 128  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 70 ms : 59766 ns = (average) 1070059766 ns
Number of Recursions: 130  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 113 ms : 392566 ns = (average) 1113392566 ns
Number of Recursions: 132  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 128 ms : 70500 ns = (average) 1128070500 ns
Number of Recursions: 134  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 78 ms : 702866 ns = (average) 1078702866 ns
Number of Recursions: 136  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 81 ms : 672133 ns = (average) 1081672133 ns
Number of Recursions: 138  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 51 ms : 625200 ns = (average) 1051625200 ns
Number of Recursions: 140  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 48 ms : 379400 ns = (average) 1048379400 ns
Number of Recursions: 142  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 51 ms : 487233 ns = (average) 1051487233 ns
Number of Recursions: 144  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 24 ms : 441266 ns = (average) 1024441266 ns
Number of Recursions: 146  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 40 ms : 906833 ns = (average) 1040906833 ns
Number of Recursions: 148  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 23 ms : 132633 ns = (average) 1023132633 ns
Number of Recursions: 150  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 48 ms : 750333 ns = (average) 1048750333 ns
Number of Recursions: 152  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 67 ms : 315333 ns = (average) 1067315333 ns
Number of Recursions: 154  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 60 ms : 571533 ns = (average) 1060571533 ns
Number of Recursions: 156  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 78 ms : 841533 ns = (average) 1078841533 ns
Number of Recursions: 158  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 83 ms : 799900 ns = (average) 1083799900 ns
Number of Recursions: 160  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 104 ms : 359166 ns = (average) 1104359166 ns
Number of Recursions: 162  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 99 ms : 475066 ns = (average) 1099475066 ns
Number of Recursions: 164  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 97 ms : 473733 ns = (average) 1097473733 ns
Number of Recursions: 166  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 226 ms : 751166 ns = (average) 1226751166 ns
Number of Recursions: 168  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 271 ms : 475366 ns = (average) 1271475366 ns
Number of Recursions: 170  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 300 ms : 182266 ns = (average) 1300182266 ns
Number of Recursions: 172  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 298 ms : 958366 ns = (average) 1298958366 ns
Number of Recursions: 174  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 292 ms : 118866 ns = (average) 1292118866 ns
Number of Recursions: 176  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 312 ms : 352266 ns = (average) 1312352266 ns
Number of Recursions: 178  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 287 ms : 716000 ns = (average) 1287716000 ns
Number of Recursions: 180  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 335 ms : 450666 ns = (average) 1335450666 ns
Number of Recursions: 182  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 335 ms : 463666 ns = (average) 1335463666 ns
Number of Recursions: 184  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 261 ms : 378433 ns = (average) 1261378433 ns
Number of Recursions: 186  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 248 ms : 183800 ns = (average) 1248183800 ns
Number of Recursions: 188  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 212 ms : 670333 ns = (average) 1212670333 ns
Number of Recursions: 190  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 218 ms : 213400 ns = (average) 1218213400 ns
Number of Recursions: 192  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 231 ms : 449800 ns = (average) 1231449800 ns
Number of Recursions: 194  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 179 ms : 983100 ns = (average) 1179983100 ns
Number of Recursions: 196  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 200 ms : 668066 ns = (average) 1200668066 ns
Number of Recursions: 198  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 207 ms : 346333 ns = (average) 1207346333 ns
Number of Recursions: 200  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 216 ms : 461900 ns = (average) 1216461900 ns
Number of Recursions: 202  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 287 ms : 107933 ns = (average) 1287107933 ns
Number of Recursions: 204  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 354 ms : 65700 ns = (average) 1354065700 ns
Number of Recursions: 206  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 477 ms : 209666 ns = (average) 1477209666 ns
Number of Recursions: 208  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 425 ms : 316366 ns = (average) 1425316366 ns
Number of Recursions: 210  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 422 ms : 768633 ns = (average) 1422768633 ns
Number of Recursions: 212  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 413 ms : 990633 ns = (average) 1413990633 ns
Number of Recursions: 214  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 434 ms : 240200 ns = (average) 1434240200 ns
Number of Recursions: 216  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 412 ms : 848433 ns = (average) 1412848433 ns
Number of Recursions: 218  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 365 ms : 265000 ns = (average) 1365265000 ns
Number of Recursions: 220  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 333 ms : 229666 ns = (average) 1333229666 ns
Number of Recursions: 222  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 317 ms : 897866 ns = (average) 1317897866 ns
Number of Recursions: 224  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 302 ms : 657666 ns = (average) 1302657666 ns
Number of Recursions: 226  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 297 ms : 93233 ns = (average) 1297093233 ns
Number of Recursions: 228  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 307 ms : 699233 ns = (average) 1307699233 ns
Number of Recursions: 230  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 311 ms : 172200 ns = (average) 1311172200 ns
Number of Recursions: 232  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 329 ms : 191300 ns = (average) 1329191300 ns
Number of Recursions: 234  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 341 ms : 306066 ns = (average) 1341306066 ns
Number of Recursions: 236  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 338 ms : 961700 ns = (average) 1338961700 ns
Number of Recursions: 238  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 355 ms : 214000 ns = (average) 1355214000 ns
Number of Recursions: 240  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 518 ms : 672233 ns = (average) 1518672233 ns
Number of Recursions: 242  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 579 ms : 642600 ns = (average) 1579642600 ns
Number of Recursions: 244  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 548 ms : 626766 ns = (average) 1548626766 ns
Number of Recursions: 246  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 572 ms : 79766 ns = (average) 1572079766 ns
Number of Recursions: 248  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 547 ms : 978833 ns = (average) 1547978833 ns
Number of Recursions: 250  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 560 ms : 841300 ns = (average) 1560841300 ns
Number of Recursions: 252  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 569 ms : 831433 ns = (average) 1569831433 ns
Number of Recursions: 254  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 540 ms : 279900 ns = (average) 1540279900 ns
Number of Recursions: 256  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 515 ms : 140800 ns = (average) 1515140800 ns
Number of Recursions: 258  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 459 ms : 310066 ns = (average) 1459310066 ns
Number of Recursions: 260  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 467 ms : 672900 ns = (average) 1467672900 ns
Number of Recursions: 262  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 427 ms : 282766 ns = (average) 1427282766 ns
Number of Recursions: 264  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 426 ms : 60266 ns = (average) 1426060266 ns
Number of Recursions: 266  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 439 ms : 848733 ns = (average) 1439848733 ns
Number of Recursions: 268  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 439 ms : 732700 ns = (average) 1439732700 ns
Number of Recursions: 270  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 462 ms : 628700 ns = (average) 1462628700 ns
Number of Recursions: 272  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 535 ms : 949066 ns = (average) 1535949066 ns
Number of Recursions: 274  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 636 ms : 723633 ns = (average) 1636723633 ns
Number of Recursions: 276  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 724 ms : 852366 ns = (average) 1724852366 ns
Number of Recursions: 278  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 681 ms : 62866 ns = (average) 1681062866 ns
Number of Recursions: 280  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 720 ms : 479800 ns = (average) 1720479800 ns
Number of Recursions: 282  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 655 ms : 143900 ns = (average) 1655143900 ns
Number of Recursions: 284  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 595 ms : 843100 ns = (average) 1595843100 ns
Number of Recursions: 286  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 573 ms : 883900 ns = (average) 1573883900 ns
Number of Recursions: 288  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 529 ms : 310966 ns = (average) 1529310966 ns
Number of Recursions: 290  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 534 ms : 117366 ns = (average) 1534117366 ns
Number of Recursions: 292  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 522 ms : 454333 ns = (average) 1522454333 ns
Number of Recursions: 294  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 530 ms : 707400 ns = (average) 1530707400 ns
Number of Recursions: 296  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 552 ms : 213866 ns = (average) 1552213866 ns
Number of Recursions: 298  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 567 ms : 291866 ns = (average) 1567291866 ns
Number of Recursions: 300  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 767 ms : 599333 ns = (average) 1767599333 ns


*************** Quick sorting array size: 3020000 ***************

Number of Recursions: 2  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 987 ms : 845933 ns = (average) 987845933 ns
Number of Recursions: 4  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 971 ms : 854833 ns = (average) 971854833 ns
Number of Recursions: 6  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 932 ms : 471266 ns = (average) 932471266 ns
Number of Recursions: 8  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 954 ms : 57266 ns = (average) 954057266 ns
Number of Recursions: 10  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 927 ms : 254166 ns = (average) 927254166 ns
Number of Recursions: 12  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 920 ms : 209366 ns = (average) 920209366 ns
Number of Recursions: 14  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 933 ms : 98533 ns = (average) 933098533 ns
Number of Recursions: 16  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 920 ms : 701633 ns = (average) 920701633 ns
Number of Recursions: 18  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 893 ms : 37666 ns = (average) 893037666 ns
Number of Recursions: 20  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 883 ms : 218500 ns = (average) 883218500 ns
Number of Recursions: 22  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 883 ms : 87133 ns = (average) 883087133 ns
Number of Recursions: 24  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 909 ms : 453366 ns = (average) 909453366 ns
Number of Recursions: 26  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 903 ms : 306233 ns = (average) 903306233 ns
Number of Recursions: 28  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 898 ms : 505133 ns = (average) 898505133 ns
Number of Recursions: 30  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 895 ms : 566533 ns = (average) 895566533 ns
Number of Recursions: 32  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 889 ms : 404666 ns = (average) 889404666 ns
Number of Recursions: 34  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 879 ms : 266300 ns = (average) 879266300 ns
Number of Recursions: 36  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 891 ms : 172400 ns = (average) 891172400 ns
Number of Recursions: 38  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 912 ms : 759933 ns = (average) 912759933 ns
Number of Recursions: 40  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 943 ms : 300300 ns = (average) 943300300 ns
Number of Recursions: 42  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 996 ms : 293966 ns = (average) 996293966 ns
Number of Recursions: 44  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 23 ms : 399500 ns = (average) 1023399500 ns
Number of Recursions: 46  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 29 ms : 482733 ns = (average) 1029482733 ns
Number of Recursions: 48  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 40 ms : 406833 ns = (average) 1040406833 ns
Number of Recursions: 50  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 44 ms : 569166 ns = (average) 1044569166 ns
Number of Recursions: 52  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 29 ms : 970266 ns = (average) 1029970266 ns
Number of Recursions: 54  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 0 ms : 356900 ns = (average) 1000356900 ns
Number of Recursions: 56  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 70 ms : 750166 ns = (average) 1070750166 ns
Number of Recursions: 58  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 66 ms : 321133 ns = (average) 1066321133 ns
Number of Recursions: 60  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 41 ms : 340966 ns = (average) 1041340966 ns
Number of Recursions: 62  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 14 ms : 365233 ns = (average) 1014365233 ns
Number of Recursions: 64  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 11 ms : 823633 ns = (average) 1011823633 ns
Number of Recursions: 66  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 12 ms : 677766 ns = (average) 1012677766 ns
Number of Recursions: 68  |  Elapsed Time: 0 hrs : 0 mins : 0 sec : 994 ms : 711200 ns = (average) 994711200 ns
Number of Recursions: 70  |  Elapsed Time: 0 hrs : 0 mins : 1 sec : 12 ms : 662900 ns = (average) 1012662900 ns
